SUPPLIER,TYPE,DESCRIPTION,PARTNUMBER,PRICE,NOTES
JCI 2025,,MR601TEX high performance optical intrinsically safe,516.054.011.y,263.0883165,
JCI 2025,,MD611EX Fixed Temperature Heat Detector,516.052.041,392.114511,
JCI 2025,,MD601EX Rate of Rise Heat Detector,516.052.051,352.5394905,
JCI 2025,,MDU601EX Enhanced Heat and Carbon Monoxide Detector,516.061.001,753.6941055,
JCI 2025,,Conventional - Bases,,,
JCI 2025,,Universal Sounder Base Attachment,ES1001,26.00070308,
JCI 2025,,"5B 5"" Universal Mounting Base",517.050.017,10.683675,
JCI 2025,,"5B 5"" Universal Mounting Base Painted Black MOQ 15",5BPNTD,48.66941426,
JCI 2025,,5BEX UNIVERSAL BASE FOR  600/800EX detectors,517.050.023,33.196179,
JCI 2025,,"DHM - 5B 5"" Deckhead Mounting J/box for Tyco614/800 detector series",517.050.603,25.50177,
JCI 2025,,MUBEx Universal base EX rated for 600/800EX detectors,517.050.610,65.90661,
JCI 2025,,601SB Conventional Sounder Base for Tyco 600 Series,577.001.035,121.64712,
JCI 2025,,Series 130 Analogue - Heat and Smoke Detectors Not AS7240 approved ,,,
JCI 2025,,P131A Mark 2 Analogue Addressable Photoelectric Smoke Detector,P131A-Mk2,181.9075275,
JCI 2025,,T131A Mark 2 Analogue Addressable Heat Detector (Type A or B),T131A-Mk2,167.4951495,
JCI 2025,,T131A Mark 2 Analogue Addressable Heat Detector painted black (Type A or B),T131A-Mk2BLK,207.8413259,
JCI 2025,,P131A Mark 2 Analogue Addressable Photoelectric Smoke Detector painted black ,P131A-Mk2BLK,288.7510755,
JCI 2025,,"GEN6 - Detectors (use all on MX4428, MX1 or 4100ESi) AS7240 approved ",,,
JCI 2025,,Please Note : Prices DO NOT include 4B bases.,,,
JCI 2025,,850PH MX Addr Photo Heat Detector c/w Isolator,516.850.051.E,152.9693685,
JCI 2025,,850P MX Addr Photo Detector c/w Isolator,516.850.052.E,88.72626,
JCI 2025,,850H MX Addr Heat Detector c/w Isolator,516.850.053.E,65.34423,
JCI 2025,,850PC MX Addr CO Photo and heat sensor c/w Isolator,516.850.054.E,219.3125955,
JCI 2025,,Address flags for 800 series MX detectors(pack of 100),516.800.915,392.261904,
JCI 2025,, MX Detector Dust Cover,121.003.336,0.98262,
JCI 2025,,GEN6 Coloured Covers and 4B-C Bases,,,
JCI 2025,,850 Cover & 4B-C Black C Matt (pk of 10),517.050.511,341.90541,
JCI 2025,,850P black painted detectors MOQ 25  ,850PNTD,154.45983,
JCI 2025,,Series 130 Analogue Addressable - Bases,,,
JCI 2025,,System Sensor Addressable sensor Base (replaces Z131A),B501AUS,19.82242725,
JCI 2025,,System Sensor Addressable sensor Base Painted black (replaces Z131A),B501AUSBLK,66.900045,
JCI 2025,,MX GEN6 - Bases,,,
JCI 2025,,4B Detector Base,517.050.041,10.6041075,
JCI 2025,,4B-C Continuity Base,517.050.042,10.1043,
JCI 2025,,4B-I Isolator Base,517.050.043,64.6318305,
JCI 2025,,4B-EM 4” Euro Mount back box,517.050.052,6.026736,
JCI 2025,,4B-DHM 4” Deck-head mount,517.050.051,40.025388,
JCI 2025,,"MX VAD , AAD bases AS7240 Approved",,,
JCI 2025,,See associated TAG plates under Conventional VADs ,,,
JCI 2025,,P80SB MX Addressable Sounder Base,576.080.002,172.1748,
JCI 2025,,P80AVB MX Addressable Sounder/VAD Base,576.080.006,238.05978,
JCI 2025,,"P81AVB MX Addressable Sounder/VAD Base, High intensity",576.080.014,302.12784,
JCI 2025,,"P80AVR MX Sounder/ VAD, Wall Mounting, Red",576.080.008,264.62142,
JCI 2025,,"P80AVW MX Sounder/ VAD, Wall Mounting, White",576.080.007,238.641,
JCI 2025,,80DSB Non-Addressable MX Sounder Base,576.080.001,108.0636345,
JCI 2025,,B-CAP Blanking Cap For Sounder / VAD Bases  ,557.080.001,16.1231565,
JCI 2025,,A-CON Conduit Adaptor for Sounder / VAD Bases          ,557.080.002,7.762698,
JCI 2025,,S-BOXR Shallow Back Box for Wall Sounder / VAD Red  ,557.080.007,21.61764,
JCI 2025,,S-BOXW Shallow Back Box for Wall Sounder / VAD White              ,557.080.008,20.3156685,
JCI 2025,,A-BOX Flush Back Box Adaptor for Indoor Wall Sounder / VAD,557.080.010,13.740303,
JCI 2025,,Deep Surface Back Box Red,557.080.011,32.57478,
JCI 2025,,Older MX - Bases,,,
JCI 2025,,"5B 5"" Universal Mounting Base",517.050.017,10.683675,
JCI 2025,,"5B 5"" Universal Isolator mounting base",517.050.018,74.236941,
JCI 2025,,DHM-5B Deck Head Mounting Box,517.050.603,25.50177,
JCI 2025,,Volume Adjustment Tool for 802SB,517.050.015,12.9623955,
JCI 2025,,SAB801 Sounder Address LED Beacon ,516.800.956,83.735601,
JCI 2025,,901SB Sounder Base (Externally Powered),516.800.911,132.342537,
JCI 2025,,P80AIB Addressable sounder Beacon base NON Approved Service spare for  4100ESi ONLY ,576.080.010,193.068453,
JCI 2025,,CTA (Ceiling Tile Adaptors),,,
JCI 2025,,"CTA Complete Kit - Back Box, Bezel and Clamp Obsolete when stock runs out",517.050.060,55.55783338,
JCI 2025,,System Sensor Series 130 Analogue Mark 2 - Devices Servcie spares only not AS7240 approved ,,,
JCI 2025,,Control Module (Output) for 130 Series - Mark 2 Obsolete Use M500R,ADCU130-Mk2,0,
JCI 2025,,ADM130 Mark 2 Monitor Module (Input) for 130 Series Obsolet Use M500M,ADM130-Mk2,0,
JCI 2025,,ADM131 Mark 2 Mini Monitor Module (Input) for 130 Series Obsolete Use M501M,ADM131-Mk2,0,
JCI 2025,,ADS130 Mark 2 Short Circuit Isolator for 130 Series Obsolete when stock depleted Use M500X,ADS130-Mk2,188.875941,
JCI 2025,,Contact Module Obsolete when stock depleted Use M500S,ADCS130-MK2,332.7560745,
JCI 2025,,Sytem Sensor M500 Series Analogue Devices Servcie spares only not AS7240 approved ,,,
JCI 2025,,Intelligent Monitor Module,M500M,266.34255,
JCI 2025,,Isolator Module,M500X,281.506725,
JCI 2025,,Intelligent Mini-Module,M501M,232.87785,
JCI 2025,,Intelligent Single Relay Module - MOQ = 60,M500R,283.345275,
JCI 2025,,Module Single Control,M500S ,393.97809,
JCI 2025,,"MX Devices (MX4428, MX1, & 4100ESi) AS7240 approved",,,
JCI 2025,,Mini Input Module,MIM800,114.8862,
JCI 2025,,Contact Input Module,CIM800,95.735925,
JCI 2025,,Detector Input Module,DIM800,199.127325,
JCI 2025,,Relay Output Module,RIM800,99.567525,
JCI 2025,,MX Sounder Module,SNM800,163.190625,
JCI 2025,,MCP820 MX Addressable MCP with Isolator No backbox (AS1670.1 reqs additional flap SU0615),514.800.611,145.871175,
JCI 2025,,MCP830 MX IP67 Addressable MCP with isolator & Backbox  (AS1670.1 reqs additional flap SU0615),514.800.612,373.3338,
JCI 2025,,Transparent Hinged Cover to suit KAC Manual Call Points,SU0615,7.991976,
JCI 2025,,LIM800 Line Isolator Module,545.800.004,73.13103,
JCI 2025,,MX Devices - MX1 & 4100ESi as marked Most AS7240 approved,,,
JCI 2025,,SIO800 Single Input Output Module,555.800.063,162.3697665,
JCI 2025,,MIO800 Multi Input Output Module (can use on 4100ESi),555.800.065,261.13899,
JCI 2025,,LPS800 Loop Powered Sounder Module & Cover NOT AS7240 approved,577.800.011,248.3981475,
JCI 2025,,Dual Detector Module DDM800 (can use on 4100ESi),577.800.006,181.80015,
JCI 2025,,QIO850 Quad I/O Module,555.800.071,295.61721,
JCI 2025,,QMO850 Quad Monitored Output,555.800.070,256.20735,
JCI 2025,,QRM850 Quad Relay Module,555.800.073,216.79749,
JCI 2025,,MX Device Boxes / Mouting Optionss ,,,
JCI 2025,,IP66 Housing for MX Quad I/O Modules,557.201.410,102.41805,
JCI 2025,,"4 x Module Bracket for mounting in MX1 (suits LIM, CIM, MIM, DIM, RIM, SNM. SIO, LPS, DDM)",FP1062,149.069325,
JCI 2025,,4 x DDM800 on Bracket FP1062,FP1063,1206.13515,
JCI 2025,,"MX Module Back Box (suits LIM, CIM, MIM, DIM, RIM, SNM. SIO, LPS, DDM)",517.035.010,7.811829,
JCI 2025,,M520 Ancillary Cover for MX module back box ,517.035.007,9.9817815,
JCI 2025,,D800 Ancillary Housing with cover  - IP65 Enclosure for all MX Modules including MIO800,557.201.401,120.9117,
JCI 2025,,Empty Metal ADR/MPR Box c/w Labels and hardware to mount 2 x MIO or ,FP0529,116.6356808,
JCI 2025,,"4 x  LIM, CIM, MIM, DIM, RIM, SNM. SIO, LPS, DDM)",,,
JCI 2025,,"MX DIN RAIL MOUNTING BRKT (suits 1 x LIM, CIM, MIM, DIM, RIM, SNM. SIO, LPS, DDM)",547.004.002,60.4229415,
JCI 2025,,MIO800 DIN Rail Mounting Kit (for mounting in cabinet / panel),557.201.303,53.66403,
JCI 2025,,MX Hazardous Detectors/Devices NOT AS7240 Approved ,,,
JCI 2025,,MX 801PHEx Intrinsically Safe (I.S) Photoelectric & Heat Detector,516.800.530,673.7743455,
JCI 2025,,MX 801CHEx Intrinsically Safe (I.S) Carbon Monoxide & Heat Detector,516.800.531,603.7462935,
JCI 2025,,MX 801HEx Intrinsically Safe (I.S) Heat Detector,516.800.532,760.3267905,
JCI 2025,,MX 801FEx Intrinsically Safe (I.S) Flame Detector,516.800.066,2261.205144,
JCI 2025,,MX 801F Flame Detector - NOT EX Rated,516.800.006,1144.97339,
JCI 2025,,MX 5BEX Universal base EX Rated for 600/800EX Detectors,517.050.610,65.90661,
JCI 2025,,EXI800 Intrinsically Safe (I.S) Interface Module,514.001.063,758.828295,
JCI 2025,,MX CP840Ex Intrinsically Safe(I.S) Manual Callpoint,514.800.513,1249.671551,
JCI 2025,,Galvanic Isolator Perreral & Fuchs KFDO-CS-EX1.54,517.001.259,1550.597921,
JCI 2025,,IF800Ex Intrinsically Safe(I.S) MX Single-Input Device,514.001.062,1124.641344,
JCI 2025,,IIS28 Mark 6 Banshee Sounder Intrinsic Safe & IECEx approved,576.501.053,986.010039,
JCI 2025,,FV411f Triple IR Flame Det F/proof No Camera AS7240 approved ,516.300.411,5681.001153,
JCI 2025,,FV412f Triple IR Flame Det F/proof PAL Camera AS7240 approved ,516.300.412,6714.516234,
JCI 2025,,FV413f Triple IR Flame Det F/proof NTSC Camera AS7240 approved ,516.300.413,8800.57953,
JCI 2025,,FV421i TIR Flame Detector AS7240 approved ,516.300.421,6485.807876,
JCI 2025,,MB300 Flamevision Mounting Bracket,517.300.001,502.125,
JCI 2025,,WH300 SS Flamevision Weather Hood,517.300.002,509.85,
JCI 2025,,WT300 Flamevision Walk Test Controller,517.300.021,3185.883318,
JCI 2025,,CTI400f Configuration Tool Kit for Flamevision Det,517.300.024,3337.20618,
JCI 2025,,CTI420I Configuration Tool Kit for Flamevision Det,517.300.024,3337.20618,
JCI 2025,,MK300 Flamevision Field Spares Kit,517.300.006,412.78692,
JCI 2025,,Duct Housings,,,
JCI 2025,,"Filter, Box of 10 for D51 Duct Housing",D51F,210.4362615,
JCI 2025,,Plug - Bag of 10 for D51 Duct Housing,D51K100,12.675798,
JCI 2025,,Baffle - box of 10 for D51 Duct Housing,D51L,169.1989755,
JCI 2025,,3 Metre Sampling Tube for D51,D51T3,39.386685,
JCI 2025,,D51 Duct Housing with Base to Suit 130 Series Detectors,D51Z131,510.487467,
JCI 2025,,D51 Duct Housing with Base to Suit MX Detectors,D51MX,432.1644645,
JCI 2025,,D51 Duct Housing with 5B Base to Suit 614 conventional Detectors ,D515B,460.079061,
JCI 2025,,D51B Duct Housing Perspex Cover Only,D51Cover,80.001645,
JCI 2025,,Detector Guards,,,
JCI 2025,,Wire guard for detectors (115 dia. x 80 High),W500,55.16013075,
JCI 2025,,Wire guard for detectors (195 dia. x 120 High),W502,72.4436595,
JCI 2025,,Wire guard for detectors (130 dia. x 105 High),W504,119.2589363,
JCI 2025,,Stainless Steel Detector Cover - Flush Mounted,STI-8200-SS,157.8824685,
JCI 2025,,Detector Cover (White) Cold Rolled Steel surface mounted,STI-8230-W,143.9644905,
JCI 2025,,Detector Cover Stainless Steel - Surface Mounted,STI-8230-SS,520.56921,
JCI 2025,,Detector FAMCO Brackets,,,
JCI 2025,,FAMCO Bracket for Fire Detector head only NO LED,FAMFSP1200,198.1617,
JCI 2025,,FAMCO Rod 1M Suits FAMFSP1200 and WL brackets,FAMFSP1200-1R,59.2929285,
JCI 2025,,FAMCO Rod 2M Suits FAMFSP1200 and WL brackets,FAMFSP1200-2R,83.5227,
JCI 2025,,FAMCO Rod 3M Suits FAMFSP1200 and WL brackets,FAMFSP1200-3R,93.3489,
JCI 2025,,FAMCO Bracket for Fire Detector with LED,FAMFSP1200WL,241.970175,
JCI 2025,,Flame Detectors/Accessories,,,
JCI 2025,,Thorn IR Solar Blind Ex e,S161744,6744.175759,
JCI 2025,,S100/S200 Bracket Assembly Stainless Steel for use with S100/S200 Flame Detectors,517.001.184,0,
JCI 2025,,601FEX Conventional Flame Detector Intrinsically Safe NOT AS7240 Approved ,516.600.066,1328.952608,
JCI 2025,,Smart Transmitter Power Supply Barrier,KFD2-STC4-EX1,1777.76885,
JCI 2025,,Intrinsic Safe Barrier Isolated Loop Power Repeater Single Channel,KFDO-EX151,518.8653068,
JCI 2025,,Intrinsic Safe Barrier B963Isolated Loop Power Repeater - Dual Channel,KFDO-EX251,1392.569064,
JCI 2025,,ZAU401 Zone Adaptor Unit,PA0838,648.8321745,
JCI 2025,,FV400 FlameVision Detectors/Accessories,,,
JCI 2025,,FV411f Triple IR Flame Det F/proof No Camera AS7240 approved ,516.300.411,5681.001153,
JCI 2025,,FV412f Triple IR Flame Det F/proof PAL Camera AS7240 approved ,516.300.412,6714.516234,
JCI 2025,,FV413f Triple IR Flame Det F/proof NTSC Camera AS7240 approved ,516.300.413,8800.57953,
JCI 2025,,FV421i TIR Flame Detector AS7240 approved ,516.300.421,6485.807876,
JCI 2025,,MB300 Flamevision Mounting Bracket,517.300.001,502.125,
JCI 2025,,WH300 SS Flamevision Weather Hood,517.300.002,509.85,
JCI 2025,,ADP300 FV300 FV400 ADAPTOR TO S200 MTG BRACKET,517.300.003,210.0268365,
JCI 2025,,WT300 Flamevision Walk Test Controller,517.300.021,3185.883318,
JCI 2025,,CTI410f Configuration Tool Kit for Flamevision Det,517.300.024,3337.20618,
JCI 2025,,MK300 Flamevision Field Spares Kit,517.300.006,412.78692,
JCI 2025,,Flame Detector Test Equipment,,,
JCI 2025,,T110 PP9 Battery and Charger Kit,592.001.010,475.0722045,
JCI 2025,,T110 Test Source for use with S100 Series Detectors (Requires X704 and X100 / X101) For 600/800 flame use 592.001.018 adaptor,592.001.012,2816.336313,
JCI 2025,,T210 Adaptor for use with S200 Series Detectors,592.001.014,868.0383195,
JCI 2025,,T210 Test Source for use with S200 /FV411 Series Detectors (May Requires X704 and X100 or X101 or 592.001.019) ,592.001.016,3716.031374,
JCI 2025,,Adaptor for T110 test source to use on 600/800 flame,592.001.018,509.48847,
JCI 2025,,T210+ ADAPTOR FOR FV400 & FV300 FLAME DETECTOR,592.001.019,818.456952,
JCI 2025,,Fire Wire,,,
JCI 2025,,105 Deg C Fire Wire Per 100m - Price Per Metre,FW105,5743.093313,
JCI 2025,,180 Deg C Fire Wire Per 100m - Price Per Metre,FW180,42.8667975,
JCI 2025,,"KIT includes 68 Deg C Fire Wire 100m (AD68) and 4300 junction box, FM approved ",FW68,3745.108737,
JCI 2025,,TERMINAL BOX FOR FIREWIRE,4300,216.7741605,
JCI 2025,," 68 Deg C Fire Wire price is per meter but must order in qtys of 100 (AD68), FM approved ",9FW68,32.754,
JCI 2025,,Oil Mist Detector & Parts OBSOLETE ,,,
JCI 2025,,Fibre Optic Temperature Sensing System Not AS7240 Approved ,,,
JCI 2025,,"Sensorline Fibre Optic sensor cable in thermoplastic sheath per metre - Only in 1, 2 or 4.4KM Roll",100263569,#VALUE!,
JCI 2025,,Remote Indicators,,,
JCI 2025,,Round Remote Indicator 75mm Dia - Special Label - Minimum of 5,E500,42.219906,
JCI 2025,,Round Remote Indicator 75mm Dia - FIRE ALARM,E502,39.8370525,
JCI 2025,,Round Remote Indicator 75mm - FIRE ALARM IN CONCEALED SPACE ,E521,13.92972,
JCI 2025,,Round Remote Indicator 75mm Dia - FIRE ALARM IN ROOM,E523,13.92972,
JCI 2025,,Round Remote Indicator 75mm Dia - FIRE ALARM ABOVE,E524,13.92972,
JCI 2025,,Round Remote Indicator 75mm Dia - FIRE ALARM IN DUCT,E525,13.92972,
JCI 2025,,Round Remote Indicator 75mm Dia - FIRE ALARM IN ROOF,E526,13.92972,
JCI 2025,,Round Remote Indicator 75mm Dia -Fire In Lift Shaft,E527,53.07376275,
JCI 2025,,Round Remote Indicator 75mm Dia -Fire In Lift Shaft,E528,35.38104075,
JCI 2025,,Round Remote Indicator 75mm Dia - FIRE ALARM IN CUPBOARD,E529,12.78333,
JCI 2025,,REM IND RECT FIRE ALARM,E542,47.586,
JCI 2025,,REM IND RECT FIRE ALM CONCEALED SPACE,E551,66.4496775,
JCI 2025,,REM IND RECT FIRE ALM IN ROOM,E553,40.009011,
JCI 2025,,REM IND RECT FIRE ALARM IN ROOF,E556,47.586,
JCI 2025,,"Rem Ind, Rectangular, Latching - CONCEALED SPACE",E561,51.947844,
JCI 2025,,"Rem Ind, Rectangular, Latching - FIRE ALARM",E562,156.2120145,
JCI 2025,,"Rem Ind, Rectangular, Latching - FIRE ALARM IN ROOM",E573,104.141343,
JCI 2025,,"Rem Ind, Rectangular, Latching - FIRE ALARM ABOVE",E574,104.1449457,
JCI 2025,,"Rem Ind, Rectangular, Latching - FIRE ALARM IN DUCT",E575,104.141343,
JCI 2025,,Latching LED Driver - Single,ME0387,161.0175053,
JCI 2025,,Solo Test Equipment,,,
JCI 2025,,"SOLO Smoke Detector Test Kit Includes S100, S200, S330 S101, S610",X811,1941.444219,
JCI 2025,,"SOLO Smoke Detector Test Kit Includes S100, S200, S330, X461, S610, & test smoke",X822,3398.579606,
JCI 2025,,SOLO  Cordless Heat Tester kit incl Battery Baton & Charger (517.001.277),X461,2117.906394,
JCI 2025,,Thorn S330 Smoke Detector Tester,517.001.255,385.98735,
JCI 2025,," Testifire Smoke, Heat, CO tester / Smoke, CO capsules / 2 x Battery battons & charger  UK part 517.001.276 ",X900,3054.339969,
JCI 2025,,Solo Test Equipment - Accessories,,,
JCI 2025,,Thorn S100 Telescopic Pole 1.26 - 4.5m Fibreglass,517.001.230,1554.947019,
JCI 2025,,Thorn S101 Extension Tube 1.13mt Fibreglass,517.001.226,436.6845165,
JCI 2025,,Thorn S200 Universal Detector Removal Tool - Requires X100/X101 ,517.001.240,486.48033,
JCI 2025,,Thorn S610 Carry Bag,517.001.264,508.5140385,
JCI 2025,,Adapter tube B for between pole and accessories,517.001.224,216.569448,
JCI 2025,,800RT MX Detector Removal Tool,516.800.917,260.214153,
JCI 2025,,SOLO 770 Battery Batton,517.001.273,398.845458,
JCI 2025,,Tools - Testing,,,
JCI 2025,,Test smoke  - Aerosol 71G can be used with or without SOLO smoke detector test tool,CRC-TEST,17.539767,
JCI 2025,,Solo Test Smoke - Aerosol Can,517.001.279,85.48176,
JCI 2025,,"Brandax VS Smoke Emitter, Pack of 5 (3-4 Minute Burn Time)",X61,34.489962,
JCI 2025,,"Ventilax Smoke Emitter, Pack of 5  (4 Minute Burn Time)",X62,16.0085175,
JCI 2025,,Splintex smoke match pack 25 Burn time 25Seconds,X65-25,7.1649375,
JCI 2025,,Carbon Monoxide(C.O) Test Gas Can,517.001.262,43.58445,
JCI 2025,,Speech Intelligibility Meter & Talkbox OBSOLETE refer customer to flamestop options ,STI-CIS,0,
JCI 2025,,MX - Tools/Spares,,,
JCI 2025,,MX Service PMS USB Dongle c/w Lead,516.800.927,1725.894626,
JCI 2025,,MX Ancillary Lead Spare Pins - bag of 10,516.800.924,88.9680525,
JCI 2025,,SPARE MX ANCILLARY PROGLEAD,516.800.922,96.01557,
JCI 2025,,MXP RESPONDER LOOP TESTER,FP0898,1552.293945,
JCI 2025,,850EMT Engineer Manager Tool (complete Kit),850EMTK,1530.127676,
JCI 2025,,850EMT Ancillary programming lead,516.800.922,96.01557,
JCI 2025,,850EMT Ancillary programming lead pins pack of 10,516.800.924,88.9680525,
JCI 2025,,PLUGPACK CHGR FOR 850EMT 12V DC 1A FIXED 2.1MM TIP,M8932A,41.875989,
JCI 2025,,Sealed Lead Batteries,,,
JCI 2025,,Sealed lead Acid Battery 1 x 12volt x 7.0A/H,PS1270,28.364964,
JCI 2025,,Sealed lead Acid Battery 1 x 12volt x 12.0A/H,PS12120,64.541757,
JCI 2025,,Sealed lead Acid Battery 1 x 12volt x 18.0A/H,PS12180,93.529047,
JCI 2025,,Sealed lead Acid Battery 1 x 12volt x 26A/H,PS12260,141.955836,
JCI 2025,,Sealed lead Acid Battery 1 x 12volt x 33A/H,PS12330,180.343524,
JCI 2025,,Sealed lead Acid Battery 1 x 12volt x 40A/H,PS12400,237.089829,
JCI 2025,,Sealed lead Acid Battery 1 x 12volt x 65A/H,PS12650,360.62154,
JCI 2025,,Sealed lead Acid Battery 1 x 12volt x 75A/H,PS12750,427.587093,
JCI 2025,,Sealed lead Acid Battery 1 x 12volt x 100A/H,PS121000,551.118804,
JCI 2025,,Sealed lead Acid Battery 1 x 12volt x 150A/H,PS121500,801.4230953,
JCI 2025,,Sealed lead Acid Battery 1 x 12volt x 200A/H,PS12200,968.443389,
Ampac 2025,,CONVENTIONAL FIRE INDICATOR PANELS,,,
Ampac 2025,,ZONESENSE (Conventional),,,
Ampac 2025,,ZoneSense 4 Zone (DH4) BX1 ABS Cabinet,2250-4200,672,
Ampac 2025,,ZoneSense 4 Zone (DH4)  BX10 Metal Cabinet,2250-4250,669,
Ampac 2025,,ZONESENSE PLUS (Conventional - ABS Enclosure),,,
Ampac 2025,,ZoneSense PLUS 4 Zone ABS Inc Batteries,2550-1100,873,
Ampac 2025,,ZoneSense PLUS 8 Zone ABS Inc Batteries,2550-1200,1014,
Ampac 2025,,ZoneSense PLUS 4 Zone ABS with window Inc Batteries,2550-2100,960,
Ampac 2025,,ZoneSense PLUS 8 Zone ABS with window Inc Batteries,2550-2200,1129,
Ampac 2025,,ZONESENSE PLUS AGENT RELEASE,,,
Ampac 2025,,ZONESENSE PLUS 4 ZONE SP1X AGENT RELEASE INC BATTERIES,2553-0410-0100,2001,
Ampac 2025,,ZONESENSE PLUS 8 ZONE SP1X AGENT RELEASE INC BATTERIES (2 x 7Ahr),2553-0810-0100,2078,
Ampac 2025,,ADDRESSABLE FIRE INDICATOR PANELS (AS7240 COMPLIANCE),,,
Ampac 2025,,LOOPSENSE (Addressable),,,
Ampac 2025,,LoopSense 1 Loop 3A SP1X Apollo AS7240,8251-0110,2472,
Ampac 2025,,LoopSense 2 Loop 3A SP1X Apollo AS7240,8251-0210,2865,
Ampac 2025,,LoopSense 1 LOOP 3A SP1X OWS25 Apollo AS7240,8251-0110-1100,3256,
Ampac 2025,,LoopSense 2 LOOP 3A SP1X OWS25 Apollo AS7240,8251-0210-1100,3658,
Ampac 2025,,LoopSense 1 LOOP 3A SP1X OWS50 Apollo AS7240,8251-0110-1200,3722,
Ampac 2025,,2nd Loop Activation Key LoopSense,8210-0001,416,
Ampac 2025,,LOOPSENSE AGENT RELEASE,,,
Ampac 2025,,LOOPSENSE 1LOOP 3A SP1X AGENT APOLLO AS7240,8251-0110-0100,3113,
Ampac 2025,,FIREFINDER PLUS (Addressable),,,
Ampac 2025,,Basic panel variants for guideline purposes,,,
Ampac 2025,,FIREFINDER+ 1LOOP 5A SP1X,8651-0110,2894,
Ampac 2025,,FIREFINDER+ 1LOOP 5A AGENT SP1,8651-0110-0100,3632,
Ampac 2025,,FIREFINDER+ 1LOOP 5A OWS25 SP1X,8651-0110-1100,3798,
Ampac 2025,,FIREFINDER+ 1LOOP OWS50 5A SP1,8651-0110-1200,4325,
Ampac 2025,,FIREFINDER+ 1LOOP 5A SP8X,8651-0113,5114,
Ampac 2025,,FIREFINDER+ 1LOOP AGENT 5A SP8,8651-0113-0100,5852,
Ampac 2025,,FIREFINDER+ 1LOOP OWS50 5A SP8,8651-0113-1200,6315,
Ampac 2025,,FIREFINDER+ 1LOOP 14A 10U,8651-0117,POA,
Ampac 2025,,FIREFINDER+ 1LOOP 22A 16U,8651-0118,POA,
Ampac 2025,,FIREFINDER+ 1LOOP 22A 29U,8651-0119,POA,
Ampac 2025,,FIREFINDER PLUS (Conventional Panels),,,
Ampac 2025,,Basic panel variants for guideline purposes,,,
Ampac 2025,,FIREFINDER+ 8ZONE 5A SP1X,8653-0810,2495,
Ampac 2025,,FIREFINDER+ 8ZONE OWS25 5A SP1,8653-0810-1100,3352,
Ampac 2025,,FIREFINDER+ 8ZONE OWS50 5A SP1,8653-0810-1200,3826,
Ampac 2025,,FIREFINDER+ 8ZONE 5A SP8X,8653-0813,3148,
Ampac 2025,,FIREFINDER+ 8ZONE OWS50 5A SP8,8653-0813-1200,4535,
Ampac 2025,,ADDRESSABLE FIRE INDICATOR PANELS (AS7240 COMPLIANCE),,,
Ampac 2025,,LOOPSENSE AND FIREFINDER PLUS ADD-ONS,,,
